Squirrel_Id,Snake_ID,Squirrel_Pop,Snake_Pop,Snake_Elevation,Squirrel_Elevation,PairedGeoDistance,SnakeElevType,SquirrelElevType,Comparison_Type, Baseline_Metalloproteinase Activity ,Metalloproteinase_Activity_Serum_Present,Change_in_Activity
5,64,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,805.47,810.04,4.57
5,79,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,829.12,958.62,129.5
5,111,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1196.65,1111.32,-85.33
5,123,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,410.26,227.04,-183.22
5,139,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,847.82,714.01,-133.81
5,182,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,1764.36,1986.79,222.43
5,225,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,1065.59,906.53,-159.06
5,240,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,447.01,297.11,-149.9
5,266,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,706.13,623.62,-82.51
5,286,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,440.74,211.89,-228.85
5,315,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,999.97,681.51,-318.46
5,331,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,477.38,319.94,-157.44
9,42,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,1398.71,1466.55,67.84
9,93,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,979.46,1148.25,168.79
9,105,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1475,1054.69,-420.31
9,127,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,859.56,767.58,-91.98
9,161,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,275.39,192.95,-82.44
9,184,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,905.91,562.05,-343.86
9,223,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,1031.72,585.74,-445.98
9,242,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,489.33,224.95,-264.38
9,268,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,474.62,279.17,-195.45
9,288,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,771.87,631.05,-140.82
9,300,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,1031.86,544.2,-487.66
9,319,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,1060.28,793.62,-266.66
18,44,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,1052.02,1226.6,174.58
18,82,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,678.73,540.4,-138.33
18,114,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,705.51,557.91,-147.6
18,131,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,262.06,504.19,242.13
18,152,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,494.98,407.36,-87.62
18,181,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,270.64,227.18,-43.46
18,222,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,823.66,588.57,-235.09
18,238,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,644.51,600.65,-43.86
18,256,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,439.74,382.71,-57.03
18,287,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,746.07,391.38,-354.69
18,307,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,1121.58,824.72,-296.86
18,333,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,790.98,594.93,-196.05
24,14,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,798.38,1003.94,205.56
24,90,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,761.7,671.15,-90.55
24,115,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1580.44,1283.44,-297
24,134,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,304.79,488.18,183.39
24,142,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,688.94,415.16,-273.78
24,170,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,1022.63,1035.72,13.09
24,227,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,552.07,400.39,-151.68
24,234,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,648.92,576.73,-72.19
24,262,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,743.3,619.83,-123.47
24,305,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,591.33,249.04,-342.29
24,320,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,1000.64,570.22,-430.42
24,347,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,441.94,233.88,-208.06
36,22,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,904.55,1169.58,265.03
36,83,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,677.74,948.88,271.14
36,106,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1099.35,860.91,-238.44
36,129,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,191.3,303.45,112.15
36,141,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,856.68,913.2,56.52
36,188,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,889.19,757.45,-131.74
36,219,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,1143.54,915.79,-227.75
36,232,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,849.11,981.52,132.41
36,254,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,888.79,948.18,59.39
36,309,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,163.02,172.83,9.81
36,316,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,1208.72,1177.17,-31.55
36,348,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,740.9,638.69,-102.21
46,28,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,977.18,1003.12,25.94
46,88,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,621.68,467.31,-154.37
46,132,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,366.35,523.07,156.72
46,140,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,1249.5,1315.24,65.74
46,167,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,1247.14,1353.54,106.4
46,228,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,983.92,804.9,-179.02
46,236,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,450.44,326.27,-124.17
46,263,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,788.18,599.72,-188.46
46,301,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,1031.57,860.61,-170.96
46,321,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,1526.79,1590.75,63.96
46,335,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,853.05,449.63,-403.42
46,341,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,1084.18,813.67,-270.51
65,30,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,839.47,784.26,-55.21
65,91,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,747.36,801.4,54.04
65,125,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,159.79,175.08,15.29
65,151,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,790.98,533.05,-257.93
65,179,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,1122.04,1195.17,73.13
65,221,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,754.11,605.48,-148.63
65,239,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,923.41,633.75,-289.66
65,253,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,1389.02,1077,-312.02
65,311,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,447.01,587.88,140.87
65,334,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,610.63,521.37,-89.26
65,336,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1135.54,957.76,-177.78
65,345,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,198.9,141.33,-57.57
71,50,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,709.02,722,12.98
71,78,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,707.53,523.54,-183.99
71,135,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,125.81,297.8,171.99
71,143,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,943.06,671.4,-271.66
71,180,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,858.18,619.24,-238.94
71,216,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,1106.14,591.32,-514.82
71,237,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,851.2,718.9,-132.3
71,264,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,976.82,536.97,-439.85
71,290,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,945.83,511.38,-434.45
71,304,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,298.93,290.94,-7.99
71,317,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,1051.68,808.26,-243.42
71,337,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1066.86,723.97,-342.89
74,17,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,847.3,607.69,-239.61
74,84,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,790.17,515.27,-274.9
74,133,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,499.37,348.74,-150.63
74,157,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,1340.08,1076.49,-263.59
74,176,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,1075.21,768.81,-306.4
74,220,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,742.96,331.13,-411.83
74,235,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,920.18,414.4,-505.78
74,265,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,255.17,298.46,43.29
74,285,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,639.4,243.84,-395.56
74,314,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,935.4,596.34,-339.06
74,332,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,818.54,334.2,-484.34
74,338,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1354.09,1143.55,-210.54
80,68,Blue Oaks,Blue Oaks,763,763,0,High,High,Sympatric,166.49,162.34,-4.15
80,77,Blue Oaks,Chico Creek,381,763,271595.77,Low,High,AD,576.98,564.34,-12.64
80,137,Blue Oaks,Hopland REC,253,763,217072.61,Low,High,AD,409.99,618.98,208.99
80,147,Blue Oaks,Humboldt Co,645,763,415286.28,High,High,AS,809.28,638.04,-171.24
80,168,Blue Oaks,McLaughlin Res,715,763,173980.59,High,High,AS,1078.88,1001.57,-77.31
80,217,Blue Oaks,Cantua Creek,530,763,149801.36,High,High,AS,1476.47,1165.08,-311.39
80,241,Blue Oaks,San Joaquin Exp R,323,763,180548.48,Low,High,AD,488.55,303.84,-184.71
80,267,Blue Oaks,Sedgwick,332,763,334859.89,Low,High,AD,1140.13,952.35,-187.78
80,313,Blue Oaks,Vandenberg,385,763,326350.49,Low,High,AD,196.77,246.42,49.65
80,318,Blue Oaks,Windwolves,715,763,352468.49,High,High,AS,1128.89,1120.66,-8.23
80,339,Blue Oaks,Chimineas,810,763,292125.08,High,High,AS,1283.33,1346.18,62.85
80,342,Blue Oaks,Sutter Buttes,85,763,208801.77,Low,High,AD,569.18,136.37,-432.81
102,30,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,839.47,692.22,-147.25
102,84,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,790.17,621.1,-169.07
102,114,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,705.51,684.25,-21.26
102,127,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,859.56,953.09,93.53
102,142,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,688.94,487.29,-201.65
102,170,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,1022.63,928.26,-94.37
102,216,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,1106.14,678.99,-427.15
102,237,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,851.2,736.3,-114.9
102,266,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,706.13,553.13,-153
102,286,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,440.74,231.9,-208.84
102,305,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,591.33,370.91,-220.42
102,332,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,818.54,514.4,-304.14
105,14,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,798.38,701.13,-97.25
105,90,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,761.7,634.73,-126.97
105,125,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,159.79,189.65,29.86
105,140,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,1249.5,1228.81,-20.69
105,168,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,1078.88,742.74,-336.14
105,225,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,1065.59,747.2,-318.39
105,232,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,849.11,623.72,-225.39
105,253,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,1389.02,1075.32,-313.7
105,314,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,935.4,626.99,-308.41
105,331,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,477.38,324.68,-152.7
105,339,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1283.33,1117.86,-165.47
105,342,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,569.18,158.17,-411.01
106,68,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,166.49,150.63,-15.86
106,79,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,829.12,611.62,-217.5
106,115,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1580.44,898.51,-681.93
106,134,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,304.79,468.68,163.89
106,141,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,856.68,525.99,-330.69
106,167,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,1247.14,921.67,-325.47
106,227,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,552.07,370.59,-181.48
106,242,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,489.33,225.12,-264.21
106,263,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,788.18,371.91,-416.27
106,287,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,746.07,267.1,-478.97
106,304,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,298.93,266.1,-32.83
106,317,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,1051.68,606.8,-444.88
107,44,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,1052.02,982.94,-69.08
107,88,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,621.68,407.69,-213.99
107,105,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1475,918.85,-556.15
107,135,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,125.81,307.44,181.63
107,161,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,275.39,269.1,-6.29
107,184,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,905.91,477.92,-427.99
107,221,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,754.11,462.94,-291.17
107,241,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,488.55,242.02,-246.53
107,262,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,743.3,445.06,-298.24
107,300,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,1031.86,513.575,-518.285
107,321,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,1526.79,1360.08,-166.71
107,345,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,198.9,108.46,-90.44
109,28,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,977.18,799.49,-177.69
109,91,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,747.36,785.91,38.55
109,131,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,262.06,610.32,348.26
109,152,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,494.98,422.43,-72.55
109,181,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,270.64,229.23,-41.41
109,219,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,1143.54,626.95,-516.59
109,239,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,923.41,519.15,-404.26
109,256,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,439.74,455.32,15.58
109,315,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,999.97,567.18,-432.79
109,334,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,610.63,468,-142.63
109,337,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1066.86,696.16,-370.7
109,348,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,740.9,364.33,-376.57
111,17,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,847.3,551.94,-295.36
111,83,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,677.74,519.35,-158.39
111,123,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,410.26,200.45,-209.81
111,147,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,809.28,440.73,-368.55
111,180,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,858.18,428.43,-429.75
111,223,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,1031.72,516.5,-515.22
111,235,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,920.18,426.2,-493.98
111,267,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,1140.13,670.97,-469.16
111,288,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,771.87,354.02,-417.85
111,311,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,447.01,461.83,14.82
111,316,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,1208.72,793.89,-414.83
111,338,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1354.09,928.2,-425.89
112,64,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,805.47,695.07,-110.4
112,93,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,979.46,1000.11,20.65
112,106,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1099.35,635.39,-463.96
112,132,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,366.35,459.37,93.02
112,157,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,1340.08,1098.2,-241.88
112,182,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,1764.36,1798.99,34.63
112,220,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,742.96,369.12,-373.84
112,240,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,447.01,264.34,-182.67
112,265,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,255.17,369.89,114.72
112,290,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,945.83,325.49,-620.34
112,313,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,196.77,318.92,122.15
112,320,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,1000.64,351.31,-649.33
113,50,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,709.02,699.13,-9.89
113,77,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,576.98,327.27,-249.71
113,133,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,499.37,366.51,-132.86
113,151,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,790.98,248.24,-542.74
113,188,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,889.19,484.02,-405.17
113,222,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,823.66,502.59,-321.07
113,236,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,450.44,241.7,-208.74
113,254,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,888.79,654.39,-234.4
113,307,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,1121.58,571.97,-549.61
113,319,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,1060.28,767.37,-292.91
113,335,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,853.05,390.81,-462.24
113,347,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,441.94,182.68,-259.26
114,42,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,1398.71,1569.39,170.68
114,82,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,678.73,345.43,-333.3
114,111,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1196.65,838.15,-358.5
114,137,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,409.99,667.13,257.14
114,143,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,943.06,582.4,-360.66
114,176,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,1075.21,711.45,-363.76
114,228,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,983.92,572.42,-411.5
114,238,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,644.51,388.8,-255.71
114,264,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,976.82,544.92,-431.9
114,285,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,639.4,315.76,-323.64
114,301,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,1031.57,749.2,-282.37
114,318,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,1128.89,689.98,-438.91
116,22,Chico Creek,Blue Oaks,763,381,271595.77,High,Low,AD,904.55,844.53,-60.02
116,78,Chico Creek,Chico Creek,381,381,0,Low,Low,Sympatric,707.53,509.58,-197.95
116,129,Chico Creek,Hopland REC,253,381,147742.64,Low,Low,AS,191.3,334.38,143.08
116,139,Chico Creek,Humboldt Co,645,381,206931.3,High,Low,AD,847.82,594.33,-253.49
116,179,Chico Creek,McLaughlin Res,715,381,119951.95,High,Low,AD,1122.04,837.7,-284.34
116,217,Chico Creek,Cantua Creek,530,381,392888.05,High,Low,AD,1476.47,866.19,-610.28
116,234,Chico Creek,San Joaquin Exp R,323,381,349900.99,Low,Low,AS,648.92,446.9,-202.02
116,268,Chico Creek,Sedgwick,332,381,589286.01,Low,Low,AS,474.62,339.97,-134.65
116,309,Chico Creek,Vandenberg,385,381,588917.75,Low,Low,AS,163.02,199.86,36.84
116,333,Chico Creek,Windwolves,715,381,584937.13,High,Low,AD,790.98,495.86,-295.12
116,336,Chico Creek,Chimineas,810,381,540375.69,High,Low,AD,1135.54,728.72,-406.82
116,341,Chico Creek,Sutter Buttes,85,381,63269.19,Low,Low,AS,1084.18,498.86,-585.32
140,22,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,904.55,628.59,-275.96
140,90,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,761.7,429.55,-332.15
140,125,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,159.79,99.03,-60.76
140,147,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,809.28,249.73,-559.55
140,176,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,1075.21,516.22,-558.99
140,228,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,983.92,441.05,-542.87
140,237,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,851.2,350.54,-500.66
140,264,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,976.82,396.46,-580.36
140,288,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,771.87,178.15,-593.72
140,314,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,935.4,259.59,-675.81
140,321,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,1526.79,902.92,-623.87
140,339,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1283.33,733.48,-549.85
141,28,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,977.18,1108.28,131.1
141,78,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,707.53,809.14,101.61
141,127,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,859.56,945.41,85.85
141,161,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,275.39,277.09,1.7
141,167,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,1247.14,1327,79.86
141,219,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,1143.54,815.02,-328.52
141,232,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,849.11,920.83,71.72
141,254,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,888.79,941.87,53.08
141,304,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,298.93,338.59,39.66
141,317,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,1051.68,1170.43,118.75
141,337,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1066.86,847.65,-219.21
141,348,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,740.9,479.12,-261.78
142,44,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,1052.02,991.86,-60.16
142,79,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,829.12,618.87,-210.25
142,129,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,191.3,273.11,81.81
142,141,Hopland REC,Humboldt Co,645,253,201794.04,High,Low,AD,856.68,506.41,-350.27
142,182,Hopland REC,McLaughlin Res,715,253,65032.18,High,Low,AD,1764.36,1806.38,42.02
142,216,Hopland REC,Cantua Creek,530,253,365084.7,High,Low,AD,1106.14,543.99,-562.15
142,240,Hopland REC,San Joaquin Exp R,323,253,363956.29,Low,Low,AS,447.01,253.09,-193.92
142,267,Hopland REC,Sedgwick,332,253,551351.2,Low,Low,AS,1140.13,800.82,-339.31
142,311,Hopland REC,Vandenberg,385,253,540150.92,Low,Low,AS,447.01,561.36,114.35
142,318,Hopland REC,Windwolves,715,253,568137.07,High,Low,AD,1128.89,874.74,-254.15
142,338,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1354.09,1044.66,-309.43
142,347,Hopland REC,Sutter Buttes,85,253,114051.28,Low,Low,AS,441.94,238.9,-203.04
145,42,Hopland REC,Blue Oaks,763,253,217072.61,High,Low,AD,1398.71,1356.13,-42.58
145,77,Hopland REC,Chico Creek,381,253,147742.64,Low,Low,AS,576.98,278.9,-298.08
145,105,Hopland REC,Chimineas,810,253,509196.51,High,Low,AD,1475,938.74,-536.26
145,137,Hopland REC,Hopland REC,253,253,0,Low,Low,Sympatric,409.99,538.1,128.11
