Squirrel_Id,Snake_ID,Squirrel_Pop,Snake_Pop,Snake_Elevation,Squirrel_Elevation,PairedGeoDistance,SnakeElevType,SquirrelElevType,Comparison_Type, Baseline_Metalloproteinase Activity ,Metalloproteinase_Activity_Serum_Present,Change_in_Activity
261,44,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,1052.02,1118.12,66.1
261,79,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,829.12,749.58,-79.54
261,137,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,409.99,704.55,294.56
261,152,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,494.98,422.69,-72.29
261,188,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,889.19,656.42,-232.77
261,220,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,742.96,510.38,-232.58
261,232,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,849.11,616.16,-232.95
261,265,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,255.17,404.24,149.07
261,288,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,771.87,416.43,-355.44
261,311,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,447.01,686.11,239.1
261,332,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,818.54,590.03,-228.51
261,338,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1354.09,1235.18,-118.91
263,44,Sedgwick,Blue Oaks,763,332,334859.89,High,Low,AD,1052.02,1105,52.98
263,91,Sedgwick,Chico Creek,381,332,589286.01,Low,Low,AS,747.36,760.72,13.36
263,115,Sedgwick,Chimineas,810,332,52625.45,High,Low,AD,1580.44,1155.01,-425.43
263,133,Sedgwick,Hopland REC,253,332,551351.2,Low,Low,AS,499.37,403.64,-95.73
263,141,Sedgwick,Humboldt Co,645,332,750049.74,High,Low,AD,856.68,549.31,-307.37
263,182,Sedgwick,McLaughlin Res,715,332,507422.68,High,Low,AD,1764.36,1850.03,85.67
263,216,Sedgwick,Cantua Creek,530,332,196410.02,High,Low,AD,1106.14,550.76,-555.38
263,238,Sedgwick,San Joaquin Exp R,323,332,268477.43,Low,Low,AS,644.51,416.26,-228.25
263,265,Sedgwick,Sedgwick,332,332,0,Low,Low,Sympatric,255.17,366.13,110.96
263,304,Sedgwick,Vandenberg,385,332,43821.26,Low,Low,AS,298.93,381.08,82.15
263,318,Sedgwick,Windwolves,715,332,83582.38,High,Low,AD,1128.89,922.17,-206.72
263,342,Sedgwick,Sutter Buttes,85,332,530866.68,Low,Low,AS,569.18,163.99,-405.19
266,42,Sedgwick,Blue Oaks,763,332,334859.89,High,Low,AD,1398.71,1344.65,-54.06
266,82,Sedgwick,Chico Creek,381,332,589286.01,Low,Low,AS,678.73,293.6,-385.13
266,111,Sedgwick,Chimineas,810,332,52625.45,High,Low,AD,1196.65,544.98,-651.67
266,132,Sedgwick,Hopland REC,253,332,551351.2,Low,Low,AS,366.35,518.76,152.41
266,139,Sedgwick,Humboldt Co,645,332,750049.74,High,Low,AD,847.82,354.02,-493.8
266,176,Sedgwick,McLaughlin Res,715,332,507422.68,High,Low,AD,1075.21,596.51,-478.7
266,225,Sedgwick,Cantua Creek,530,332,196410.02,High,Low,AD,1065.59,501.56,-564.03
266,242,Sedgwick,San Joaquin Exp R,323,332,268477.43,Low,Low,AS,489.33,268.88,-220.45
266,254,Sedgwick,Sedgwick,332,332,0,Low,Low,Sympatric,888.79,691.56,-197.23
266,285,Sedgwick,Sutter Buttes,85,332,530866.68,Low,Low,AS,639.4,293.07,-346.33
266,309,Sedgwick,Vandenberg,385,332,43821.26,Low,Low,AS,163.02,201.3,38.28
266,320,Sedgwick,Windwolves,715,332,83582.38,High,Low,AD,1000.64,372.53,-628.11
267,22,Sedgwick,Blue Oaks,763,332,334859.89,High,Low,AD,904.55,705.46,-199.09
267,90,Sedgwick,Chico Creek,381,332,589286.01,Low,Low,AS,761.7,537.81,-223.89
267,129,Sedgwick,Hopland REC,253,332,551351.2,Low,Low,AS,191.3,308.15,116.85
267,151,Sedgwick,Humboldt Co,645,332,750049.74,High,Low,AD,790.98,226.68,-564.3
267,167,Sedgwick,McLaughlin Res,715,332,507422.68,High,Low,AD,1247.14,751.51,-495.63
267,219,Sedgwick,Cantua Creek,530,332,196410.02,High,Low,AD,1143.54,530.28,-613.26
267,237,Sedgwick,San Joaquin Exp R,323,332,268477.43,Low,Low,AS,851.2,431.95,-419.25
267,253,Sedgwick,Sedgwick,332,332,0,Low,Low,Sympatric,1389.02,940.68,-448.34
